Obręb,Obręb nr,Arkusz,Nr działki,Pełny numer działki,Powierzchnia działki,Jednostka,Data ustanowienia
STAROŁĘKA (11),11,25,23,11/25/23,0.6043,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,21,109,11/21/109,0.1486,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,31,1/22,11/31/1/22,0.0075,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,05,14,11/05/14,0.1352,Zarząd Transportu Miejskiego w Poznaniu   ,
STAROŁĘKA (11),11,05,10,11/05/10,0.072,Zarząd Transportu Miejskiego w Poznaniu   ,
STAROŁĘKA (11),11,25,22,11/25/22,0.3526,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,24,4,11/24/4,0.4592,Szkoła Podstawowa nr 63 im. Ksawerego Zakrzewskiego   ,
STAROŁĘKA (11),11,26,36/7,11/26/36/7,0.4758,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,183,11/23/183,0.3458,Zarząd Dróg Miejskich   ,
STAROŁĘKA (11),11,21,113,11/21/113,0.0271,Zarząd Dróg Miejskich   ,
STAROŁĘKA (11),11,26,36/2,11/26/36/2,0.0041,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,35/2,11/26/35/2,0.0043,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,21,128/2,11/21/128/2,0.1362,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
ZEGRZE (6),6,24,11/20,6/24/11/20,0.0578,Zarząd Dróg Miejskich   ,
STAROŁĘKA (11),11,26,34/2,11/26/34/2,0.0061,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,32/2,11/26/32/2,0.006,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,41/2,11/26/41/2,0.0067,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,16,38/6,11/16/38/6,0.0359,Prezydent Miasta Poznania   ,
STAROŁĘKA (11),11,26,37/1,11/26/37/1,0.0243,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,187,11/23/187,0.2147,Zarząd Dróg Miejskich   ,
PIOTROWO (14),14,01,7/2,14/01/7/2,0.7797,Zarząd Zieleni Miejskiej   ,
STAROŁĘKA (11),11,26,2/3,11/26/2/3,0.0546,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GŁUSZYNA (12),12,07,12/1,12/07/12/1,0.7251,Zespół Szkół i Placówek Oświatowych nr 5   ,2022-12-16T02:00:00+01:00
GOLĘCIN (20),20,45,71/1,20/45/71/1,0.0137,Poznański Zespół Żłobków   ,
GOLĘCIN (20),20,45,71/2,20/45/71/2,0.5403,Poznański Zespół Żłobków   ,
STAROŁĘKA (11),11,26,39/2,11/26/39/2,0.0028,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,33/2,11/26/33/2,0.0058,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,22,135,11/22/135,0.125,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GOLĘCIN (20),20,33,35/68,20/33/35/68,0.8999,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej   ,
GOLĘCIN (20),20,29,26,20/29/26,0.0885,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,26,20/29/26,0.0885,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
KRZESINY (10),10,21,1/2,10/21/1/2,0.5288,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/28,10/17/9/28,0.0063,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,1/4,10/20/1/4,1.8543,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,1/6,10/25/1/6,0.905,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/18,10/25/2/18,0.0496,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,21,4/6,10/21/4/6,0.2469,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,16,5,10/16/5,0.0881,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,7,10/17/7,0.2503,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,8,10/17/8,0.25,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/37,10/17/9/37,0.8493,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,19,3/1,10/19/3/1,1.276,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,28,7/1,10/28/7/1,0.2138,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/8,10/17/9/8,0.2451,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,21,3/4,10/21/3/4,0.5329,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,21,5/10,10/21/5/10,0.4982,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,14,5/2,10/14/5/2,3.7657,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/11,10/25/2/11,0.0117,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,38,10/1,10/38/10/1,0.0022,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,17,19/2,10/17/19/2,0.0173,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,4/9,10/20/4/9,0.368,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,17/2,10/22/17/2,0.1368,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,5/2,11/26/5/2,0.0065,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,23,11/26/23,0.0526,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GOLĘCIN (20),20,29,63/1,20/29/63/1,0.0721,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,63/1,20/29/63/1,0.0721,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
GOLĘCIN (20),20,45,126/2,20/45/126/2,1.2361,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,17,9/19,10/17/9/19,0.0258,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,19,2/1,10/19/2/1,1.736,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,37,5/10,10/37/5/10,1.9851,Zespół Szkół Ogólnokształcących nr 2 im. Charles de Gaulle a   ,2022-06-06T04:00:00+02:00
KRZESINY (10),10,37,5/4,10/37/5/4,0.1335,Zespół Szkół Ogólnokształcących nr 2 im. Charles de Gaulle a   ,
KRZESINY (10),10,18,9/14,10/18/9/14,1.3548,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,05,11,11/05/11,0.1431,Zarząd Transportu Miejskiego w Poznaniu   ,
STAROŁĘKA (11),11,03,2/5,11/03/2/5,0.0317,Zarząd Transportu Miejskiego w Poznaniu   ,
STAROŁĘKA (11),11,26,36/9,11/26/36/9,0.0409,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,29,11/26/29,0.1071,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,22,139,11/22/139,0.0797,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,13,41/9,11/13/41/9,1.5831,Szkoła Podstawowa nr 59 im. gen. Jana Henryka Dąbrowskiego   ,
STAROŁĘKA (11),11,16,53/4,11/16/53/4,0.325,"Przedszkole nr 15 ""Calineczka""   ",
STAROŁĘKA (11),11,26,26,11/26/26,0.1046,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,22,11/26/22,0.0509,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,3/1,10/26/3/1,1.4429,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,27/1,10/17/27/1,0.0039,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/24,10/17/9/24,0.0535,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,10/2,10/22/10/2,0.1594,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,6/2,10/17/6/2,0.045,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,23,1/15,10/23/1/15,3.9501,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,6/11,10/26/6/11,0.2654,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,6/8,10/26/6/8,0.0077,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,16,1/2,10/16/1/2,1.0547,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/12,10/25/2/12,0.2966,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,24,1/30,10/24/1/30,0.2003,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,37,5/9,10/37/5/9,0.0682,Zespół Szkół Ogólnokształcących nr 2 im. Charles de Gaulle a   ,
STAROŁĘKA (11),11,16,53/2,11/16/53/2,0.0101,"Przedszkole nr 15 ""Calineczka""   ",
KAROLIN (15),15,06,2/29,15/06/2/29,0.0389,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
KAROLIN (15),15,06,2/27,15/06/2/27,1.6282,Zarząd Dróg Miejskich   ,2016-08-19T04:00:00+02:00
STAROŁĘKA (11),11,20,6/2,11/20/6/2,0.0602,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,179,11/23/179,0.0731,Zarząd Dróg Miejskich   ,
GŁUSZYNA (12),12,07,13/3,12/07/13/3,0.0474,Zespół Szkół i Placówek Oświatowych nr 5   ,2022-04-26T04:00:00+02:00
STAROŁĘKA (11),11,26,34/3,11/26/34/3,0.8007,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GOLĘCIN (20),20,13,1/983,20/13/1/983,0.1553,Szkoła Podstawowa nr 1   ,
PIOTROWO (14),14,01,6/6,14/01/6/6,0.0366,Zarząd Zieleni Miejskiej   ,
GŁUSZYNA (12),12,04,4,12/04/4,0.031,Zespół Szkół i Placówek Oświatowych nr 5   ,2020-11-10T02:00:00+01:00
GŁUSZYNA (12),12,04,6/2,12/04/6/2,0.1358,Zespół Szkół i Placówek Oświatowych nr 5   ,2020-11-10T02:00:00+01:00
GŁUSZYNA (12),12,04,7/2,12/04/7/2,0.5252,Zespół Szkół i Placówek Oświatowych nr 5   ,2020-11-10T02:00:00+01:00
GOLĘCIN (20),20,29,27,20/29/27,0.0911,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,27,20/29/27,0.0911,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
GOLĘCIN (20),20,37,2/9,20/37/2/9,0.0043,Zarząd Zieleni Miejskiej   ,
GOLĘCIN (20),20,37,2/8,20/37/2/8,0.0076,Zarząd Zieleni Miejskiej   ,
GOLĘCIN (20),20,37,2/10,20/37/2/10,0.0446,Zarząd Zieleni Miejskiej   ,
GOLĘCIN (20),20,37,2/11,20/37/2/11,1.8363,Zarząd Zieleni Miejskiej   ,
KRZESINY (10),10,38,26/1,10/38/26/1,0.0063,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,30,9/1,10/30/9/1,0.0101,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,11/1,10/22/11/1,0.7969,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,9/1,10/26/9/1,0.0983,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/6,10/25/2/6,0.618,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,14/5,10/38/14/5,0.7803,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,25,3/7,10/25/3/7,1.9274,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,35/1,10/38/35/1,0.0003,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,38,14/4,10/38/14/4,0.2758,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
SPŁAWIE (9),9,14,2/2,9/14/2/2,0.0335,Prezydent Miasta Poznania   ,
KRZESINY (10),10,20,1/1,10/20/1/1,0.0317,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,30,1/1,10/30/1/1,0.876,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,10/2,10/20/10/2,1.4329,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,11/2,10/20/11/2,0.0746,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,28,1/5,10/28/1/5,1.068,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,28,6/1,10/28/6/1,0.2795,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/20,10/17/9/20,0.078,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,1/3,10/25/1/3,0.8265,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,7,10/26/7,1.7066,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,23,2/1,10/23/2/1,0.2674,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,18,8/4,10/18/8/4,0.1991,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,19,4/5,10/19/4/5,1.6283,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,4/11,10/20/4/11,0.0663,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,9/3,10/26/9/3,1.3747,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,21,5/13,10/21/5/13,0.5134,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,10/13,10/17/10/13,0.0094,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,10/14,10/17/10/14,0.0297,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,27,3/1,10/27/3/1,0.1436,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
KRZESINY (10),10,44,20/16,10/44/20/16,2.0152,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,40,26/11,10/40/26/11,0.0556,Zarząd Zieleni Miejskiej   ,
STAROŁĘKA (11),11,26,2/2,11/26/2/2,0.0092,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,16,53/3,11/16/53/3,0.0622,Poradnia Psychologiczno-Pedagogiczna nr 7   ,
STAROŁĘKA (11),11,29,2/1,11/29/2/1,0.0192,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GOLĘCIN (20),20,04,16/3,20/04/16/3,0.1865,Zespół Szkolno-Przedszkolny nr 15   ,2022-03-12T02:00:00+01:00
KRZESINY (10),10,15,5/20,10/15/5/20,1.8231,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,24,2/5,10/24/2/5,0.0206,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,24,1/26,10/24/1/26,0.1895,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,28,1/4,10/28/1/4,0.5104,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,9/2,10/22/9/2,0.2358,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
SPŁAWIE (9),9,32,22/2,9/32/22/2,0.0517,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
SPŁAWIE (9),9,30,2/24,9/30/2/24,0.1343,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,25,24/1,11/25/24/1,0.1835,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,181/4,11/23/181/4,0.0313,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,15,12/1,10/15/12/1,0.0035,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,14/4,10/20/14/4,0.1828,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,24,3/2,11/24/3/2,0.494,Szkoła Podstawowa nr 63 im. Ksawerego Zakrzewskiego   ,
STAROŁĘKA (11),11,27,3,11/27/3,0.1461,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
STAROŁĘKA (11),11,26,34/5,11/26/34/5,0.0061,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,22,148/1,11/22/148/1,0.0553,Zarząd Dróg Miejskich   ,
STAROŁĘKA (11),11,26,3/2,11/26/3/2,0.0047,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,171/2,11/23/171/2,0.0464,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,27,16,11/27/16,0.0163,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,36/3,11/26/36/3,0.2477,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,32/1,11/26/32/1,1.0237,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,25,17/1,11/25/17/1,0.3813,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
STAROŁĘKA (11),11,25,17/2,11/25/17/2,0.4323,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,27,11/26/27,0.1055,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,26,36/8,11/26/36/8,0.0411,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,8/1,10/26/8/1,0.1079,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,7,10/38/7,0.0982,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,17,25/2,10/17/25/2,0.0309,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,15,5/18,10/15/5/18,0.1727,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,6/2,10/20/6/2,0.9976,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,1/2,10/25/1/2,1.1705,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/9,10/25/2/9,0.56,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,8,10/38/8,0.0608,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
PIOTROWO (14),14,01,6/5,14/01/6/5,2.3066,Zarząd Zieleni Miejskiej   ,
GŁUSZYNA (12),12,07,27/1,12/07/27/1,0.0037,"Przedszkole nr 17 ""Ikarek""   ",
GŁUSZYNA (12),12,07,25/5,12/07/25/5,0.3458,"Przedszkole nr 17 ""Ikarek""   ",
GŁUSZYNA (12),12,05,2/62,12/05/2/62,1.5687,Zarząd Zieleni Miejskiej   ,
GŁUSZYNA (12),12,07,14/1,12/07/14/1,0.5857,Zespół Szkół i Placówek Oświatowych nr 5   ,2020-11-10T02:00:00+01:00
STAROŁĘKA (11),11,21,114,11/21/114,0.101,Zarząd Dróg Miejskich   ,
STAROŁĘKA (11),11,22,147,11/22/147,0.2615,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,17,6/1,10/17/6/1,0.205,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,8/2,10/26/8/2,0.4612,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,23,1/12,10/23/1/12,0.8447,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,14,4,10/14/4,0.3525,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,19,1/9,10/19/1/9,0.5385,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,33,1/1,10/33/1/1,0.006,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,16,3/1,10/16/3/1,0.7034,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/10,10/25/2/10,0.6886,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
GOLĘCIN (20),20,29,57/6,20/29/57/6,0.1983,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,57/6,20/29/57/6,0.1983,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
GOLĘCIN (20),20,29,5/2,20/29/5/2,0.0249,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,5/2,20/29/5/2,0.0249,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
GOLĘCIN (20),20,29,28/13,20/29/28/13,0.0095,"Przedszkole nr 155 ""POLANIE""   ",
GOLĘCIN (20),20,29,28/13,20/29/28/13,0.0095,Szkoła Podstawowa nr 27 im.Stefana Czarnieckiego   ,2017-11-18T02:00:00+01:00
GOLĘCIN (20),20,06,4/34,20/06/4/34,0.7055,Zarząd Zieleni Miejskiej   ,
GOLĘCIN (20),20,06,3/19,20/06/3/19,0.4771,Zarząd Zieleni Miejskiej   ,
SPŁAWIE (9),9,32,1/2,9/32/1/2,0.1805,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/7,10/17/9/7,0.4265,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/22,10/17/9/22,0.0014,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,4/3,10/25/4/3,0.2933,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,19,1/7,10/19/1/7,0.7165,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,10/10,10/17/10/10,0.0219,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,3/2,10/20/3/2,0.0363,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,25,2/1,10/25/2/1,0.4671,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,10/3,10/26/10/3,0.1923,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,29,10/38/29,0.0088,Zarząd Dróg Miejskich   ,
KRZESINY (10),10,28,1/16,10/28/1/16,0.5129,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,28,1/19,10/28/1/19,0.0693,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,6/6,10/26/6/6,0.0706,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,18,7/2,10/18/7/2,0.0776,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,21,2/2,10/21/2/2,1.2026,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,4/2,10/22/4/2,1.1518,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,9/32,10/17/9/32,0.0332,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,27,68/1,10/27/68/1,0.0249,Komenda Miejska Państwowej Straży Pożarnej w Poznaniu   ,
KRZESINY (10),10,38,15/4,10/38/15/4,0.0341,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
STAROŁĘKA (11),11,22,133,11/22/133,0.1189,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,20,14/1,10/20/14/1,0.0198,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,26,10/2,10/26/10/2,0.0333,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,14,10/2,10/14/10/2,0.1395,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,22,10/4,10/22/10/4,0.6199,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
SPŁAWIE (9),9,32,5/2,9/32/5/2,2.7968,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
SPŁAWIE (9),9,32,11/2,9/32/11/2,0.0739,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
SPŁAWIE (9),9,22,41/4,9/22/41/4,0.0103,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,24,1/46,10/24/1/46,0.0036,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,24,1/47,10/24/1/47,0.0728,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,18,9/11,10/18/9/11,0.1154,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,17,23/2,10/17/23/2,0.4078,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,20,3/4,10/20/3/4,0.5689,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
KRZESINY (10),10,38,6,10/38/6,0.0082,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,38,9/1,10/38/9/1,0.0119,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Poznaniu   ,
KRZESINY (10),10,18,11/16,10/18/11/16,0.0203,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,23,173/2,11/23/173/2,0.0038,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,25,18,11/25/18,0.5147,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,25,19,11/25/19,0.1433,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
STAROŁĘKA (11),11,25,13/1,11/25/13/1,0.1501,Generalna Dyrekcja Dróg Krajowych i Autostrad   ,
